UNITID,INSTNM,CITY,STABBR,ZIP,INSTURL,MAIN,NUMBRANCH,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATVRMID,SATMTMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTCMMID,ACTENMID,ACTMTMID,SAT_AVG,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,AVGFACSAL,PFTFAC,UG25ABV,COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,OPEFLAG,ADMCON7,UGDS_MEN,UGDS_WOMEN,MD_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,COUNT_NWNE_1YR,COUNT_WNE_1YR,C150_4,COST_INSTATE_ONCAMPUS,COST_INSTATE_OFFCAMPUS,COST_OUTSTATE_ONCAMPUS,COST_OUTSTATE_OFFCAMPUS,FINAID1,FINAID2,FINAID3,FINAID4,FINAID5,CLIMATE_ZONE,GPA_BOTTOM_TEN_PERCENT
102377,Tuskegee University,Tuskegee,AL,36088-1920,www.tuskegee.edu/,1,1,2,5,32,32.4309,-85.708492,19,10,14,1,0,0,0,0,0,0,0,0,NA,0.5173,460,558,420,540,509,480,18,23,17,24,16,22,21,21,19,1029,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,2394,0.0042,0.8885,0.0121,0.0079,0.0038,0.005,0.0167,0,0.0618,7224,0.8736,0.033,0.123317993,0.263074485,0.415335463,0.523668639,0.490765172,1,1,0.3622,0.6378,35093,21399,55785,18,503,0.5186,40750,40961,40750,40961,4584,5556,4868,4612,5419.773333,Cfa,2.6
102395,United States Sports Academy,Daphne,AL,36526-7055,www.ussa.edu/,1,1,2,5,13,30.639329,-87.91163,32,5,6,0,0,0,0,0,0,0,0,0,NA,0.596208,489.76,593.2533333,485.9066667,573.26,542.6866667,529.58,18.85333333,24.06,18.24,24.14,17.16,23.61333333,21.69333333,21.57333333,20.54,1093.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0.6161,0.1611,0.109,0.0095,0,0,0.0616,0.0142,0.0284,5450,0.44,0.7931,0.25315203,0.340544591,0.369018862,0.259259259,0.461538462,1,2,0.8104,0.1896,40709,28556,66449,1,31,0.392661333,29405.72667,31965.72667,29309.38,31869.38,9326.366667,8924.946667,6702.693333,4707.546667,3629.526667,Cfa,2.583333333
102553,University of Alaska Anchorage,Anchorage,AK,99508,www.uaa.alaska.edu/,1,1,1,8,11,61.190163,-149.82619,18,5,15,0,0,0,0,0,0,0,0,0,NA,0.8296,514.6333333,623.1866667,509.0666667,614.66,568.8733333,561.4466667,19.87333333,25.97333333,19.39333333,26.28666667,18.34,25.45333333,23.17333333,22.84666667,22.06,1141.793333,0,1,0,0,1,0,1,0,1,1,2,1,1,1,1,0,0,1,1,0,1,1,1,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,9257,0.5249,0.0326,0.0945,0.0808,0.0534,0.0334,0.1215,0.0208,0.038,9124,0.5188,0.4101,0.083941606,0.137203166,0.204608661,0.2397682,0.242463533,1,2,0.4189,0.5811,37355,20855,57181,79,1348,0.2881,26713,25467,46694,45448,10024,7347,5044,2746,1699,Dfc,2.8
102580,Alaska Bible College,Palmer,AK,99645,www.akbible.edu/,1,1,2,8,32,61.598553,-149.111972,24,10,8,0,0,0,0,0,0,0,0,0,88,0.882312,493.4666667,611.5733333,487.0866667,580.8733333,552.4666667,538.4666667,18.48666667,24.24666667,17.88666667,24.4,17.04666667,23.62,21.68666667,21.44666667,20.64666667,1097.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.8,0.0333,0.0333,0.0333,0.0333,0,0.0667,0,0,2500,0.661242,0.25,0.215010434,0.341877645,0.371314365,0.411687025,0.410464968,1,2,0.7,0.3,36264.69333,21639.00667,52038.08,1,126.7933333,0.4,20278,25450,20278,25450,1634,4034.713333,2286.873333,290.72,-586.7333333,Dfc,2.610666667
102614,University of Alaska Fairbanks,Fairbanks,AK,99775,www.uaf.edu/,1,1,1,8,23,64.85756,-147.823146,16,5,13,0,0,1,0,0,0,1,0,0,NA,0.7599,520,650,510,630,585,570,17,25,15,25,17,25,21,20,21,1121,0,1,0,2,2,0,1,0,2,1,0,1,2,0,1,1,0,1,1,0,1,2,1,0,1,0,2,2,2,1,0,0,0,0,1,0,2,2,0,4410,0.4993,0.0361,0.0864,0.0188,0.1308,0.0082,0.1059,0.0129,0.1016,9658,0.6068,0.4797,0.095238095,0.181994192,0.227915194,0.262057878,0.250371471,1,1,0.4224,0.5776,35456,18442,55077,48,643,0.3497,22170,25380,36306,39516,11425,11217,7829,3588,2205,Dfc,2.8
102632,University of Alaska Southeast,Juneau,AK,99801-8697,www.uas.alaska.edu/,1,1,1,8,33,58.384846,-134.638255,19,5,9,0,0,1,0,0,0,1,0,0,NA,0.6057,497.0466667,606.6466667,496.64,598.4466667,553.1466667,542.6,18.99333333,24.82,18.32,24.88666667,17.2,24.28,22.04,21.86666667,21.06666667,1112.76,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,1,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1156,0.5519,0.0078,0.0874,0.0234,0.1029,0.0329,0.1073,0.0043,0.0822,8374,0.5625,0.5467,0.080586081,0.148698885,0.19269103,0.373177843,0.283813747,1,2,0.3227,0.6773,35319,19769,51745,10,220,0.2579,19744,22684,33880,36820,8458,4316,9002,2186,963,Dfc,2.7
102669,Alaska Pacific University,Anchorage,AK,99508,www.alaskapacific.edu/,1,1,2,8,11,61.190968,-149.804168,20,7,7,0,0,1,0,0,0,0,0,0,71,0.8924,504.5133333,618.1733333,494.4933333,598.0933333,563.08,548.8466667,19.56666667,25.4,19.24666667,25.54666667,18.01333333,24.82,22.68666667,22.78666667,21.66666667,1126.473333,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,0,0,0,0,2,2,0,0,318,0.3711,0.0314,0.0755,0.022,0.2484,0.0157,0.1226,0,0.1132,5769,0.4419,0.4629,0.150684932,0.361445783,0.46969697,0.481012658,0.438461538,1,3,0.283,0.717,33401,21478,55926,4,71,0.4483,34600,43510,34600,43510,14735,19950,16533,8400,20350,Dfc,2.63
102845,Charter College,Vancouver,WA,98683-7575,https://www.chartercollege.edu/,1,1,3,8,12,45.617798,-122.494766,23,10,9,0,0,0,0,0,0,0,0,0,NA,0.854857333,488.4866667,606.92,485.5933333,578.7933333,546.0666667,532.5066667,18.93333333,24.45333333,17.73333333,24.97333333,16.85333333,23.96666667,21.77333333,21.64666667,20.78666667,1097.753333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2474,0.3557,0.0578,0.2146,0.0024,0.0719,0.053,0.1536,0,0.0909,4569,0.3439,0.5901,0.58477347,0.527994067,0.51110214,0.537852113,0.533418476,1,2,0.2583,0.7417,29515,16332,40897,158,2240,0.435,33488.99333,33452,33488.99333,33452,7014,7183,4786,2794,3881,Csb,2.5
104151,Arizona State University Campus Immersion,Tempe,AZ,85287,www.asu.edu/,1,13,1,6,12,33.417721,-111.934383,15,15,16,0,0,0,0,0,0,0,0,0,NA,0.8647,560,670,560,690,615,625,22,28,21,29,22,28,25,25,25,1230,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,44038,0.4927,0.0383,0.2266,0.0853,0.0112,0.0017,0.0477,0.0884,0.0082,11736,0.7887,0.0877,0.171580497,0.375634766,0.497125502,0.601409125,0.611453156,1,1,0.5525,0.4475,46621,30705,67591,995,17383,0.6349,29103,26605,47193,44695,19252,17375,12263,8923,7713,BWh,2.8
104179,University of Arizona,Tucson,AZ,85721-0066,https://www.arizona.edu/,1,2,1,6,11,32.232672,-110.950815,15,11,15,0,0,0,0,0,1,0,0,0,NA,0.8459,560,670,550,690,615,620,21,29,20,29,20,28,25,25,24,1228,1,2,2,2,2,0,2,0,2,2,1,1,1,2,1,1,0,1,1,2,2,0,2,0,2,2,2,1,1,2,0,0,0,0,1,2,2,2,0,33715,0.4977,0.0386,0.2709,0.0532,0.0117,0.0023,0.0499,0.0624,0.0133,11256,0.7567,0.1113,0.112948518,0.380340508,0.494081476,0.575732357,0.544127631,1,5,0.4644,0.5356,43784,29148,65024,303,6167,0.6471,30061,29661,54068,53668,16855,15951,12018,7217,6157,BSh,2.9
104586,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,86301-3720,prescott.erau.edu/,0,2,2,6,41,34.616766,-112.449741,22,14,10,0,0,0,0,0,0,0,0,0,NA,0.657,524.2733333,632.7,521.7333333,632.8133333,578.9133333,574.76,21.24,27.11333333,20.62666667,27.29333333,19.89333333,26.99333333,24.30666667,24.34,23.70666667,1172.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,2885,0.6222,0.0149,0.1359,0.0565,0.0045,0.0059,0.0624,0.069,0.0288,9256,0.722,0.0722,0.071048951,0.233216579,0.394239703,0.433176629,0.414356248,1,5,0.7362,0.2638,62242,43236,84241,91,2771,0.6878,54536,54536,54536,54536,21964,20385,17723,17704,15120,BSk,2.79
104717,Grand Canyon University,Phoenix,AZ,85017,www.gcu.edu/,1,1,3,6,11,33.513231,-112.129929,17,5,15,0,0,0,0,0,0,0,0,0,NA,0.7694,513.68,625.48,503.6333333,613.3666667,567.44,558.5266667,19.99333333,26.00666667,19.6,26.36666667,18.15333333,25.34,23.22,22.92666667,22.11333333,1143.92,0,1,0,0,2,0,2,0,2,1,1,1,1,0,2,0,0,1,0,0,0,2,0,2,1,0,0,2,2,2,0,0,0,0,2,2,2,2,0,57629,0.4791,0.1604,0.2165,0.0313,0.0095,0.0064,0.0417,0.0103,0.0449,6749,0.0812,0.569,0.178477082,0.317185756,0.393330765,0.359049034,0.287276822,1,2,0.2879,0.7121,34441,18696,58349,545,15197,0.4079,32100,32100,32100,32100,12808,12509,9833,7668,7790,BSh,2.8
105297,Dine College,Tsaile,AZ,86556,https://www.dinecollege.edu/,1,1,1,6,43,36.293328,-109.21684,33,7,9,0,0,1,1,0,0,0,0,0,NA,0.727379333,465.42,560.0733333,460.9533333,543.6066667,508.3666667,504.3666667,17.68,22.82,16.05333333,23.05333333,16.41333333,21.13333333,20.35333333,20,19.38,1045.693333,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1377,0.0029,0,0.0015,0.0015,0.9891,0,0,0.0051,0,5957,0.6154,0.4593,0.038071066,0.056213018,0.088772846,0.127659574,0.095959596,1,2,0.3043,0.6957,22467,10964,33756,2,25,0.1226,12700,14680,12700,14680,3008,2647,2066,1373,-10.66666667,BSk,2.5
105330,Northern Arizona University,Flagstaff,AZ,86011-4092,https://nau.edu/,1,1,1,6,13,35.188449,-111.653724,16,11,16,0,0,0,0,0,1,0,0,0,NA,0.8489,522.8733333,631.4266667,516.8666667,622.46,575.86,568.7533333,20.83333333,26.5,20.05333333,26.70666667,19.26,26.02666667,23.98666667,23.64,22.96666667,1171.34,0,1,0,1,2,0,1,0,2,1,0,1,0,1,1,2,0,1,1,0,2,2,1,0,1,2,2,0,2,2,0,0,0,0,1,2,2,1,0,26135,0.5485,0.0319,0.2532,0.0217,0.0264,0.0029,0.0572,0.0411,0.0171,8431,0.663,0.1735,0.191246569,0.428316478,0.518185969,0.532831378,0.523374726,1,2,0.38,0.62,41369,28002,57959,239,6709,0.5664,28150,28262,42770,42882,17878,17330,14454,10594,8477,Csb,2.8
105367,Ottawa University-Phoenix,Phoenix,AZ,85021,www.ottawa.edu/,0,5,2,6,11,33.572173,-112.113001,20,7,6,0,0,0,0,0,1,0,0,0,52,0.516841333,464.9466667,570.1133333,464.9333333,552.0466667,516.3,501.8533333,17.36666667,22.48666667,15.62,22.23333333,15.94666667,21.56,19.75333333,19.26,19.2,1028.12,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,2,2,2,2,0,383,0.5405,0.1018,0.2715,0.0183,0.0209,0,0.0052,0,0.0418,6603,0.7143,0.8256,0.252392344,0.366197183,0.37922403,0.332503113,0.288981289,1,1,0.2559,0.7441,42665,26953,62039,22,616,0.390266667,30486.2,30992.85333,31662.68,32169.33333,10474.3,11170.85333,8935.56,6442.38,5950.426667,BSh,2.605333333
105534,Pima Medical Institute-Tucson,Tucson,AZ,85712,pmi.edu/,1,14,3,6,11,32.248067,-110.878783,26,10,9,0,0,0,0,0,0,0,0,0,NA,0.797339333,521.26,624.2933333,504.1066667,609.4866667,574.2666667,555.4666667,20.04666667,25.58,19.54666667,26.18666667,18.06,25.16,22.78666667,22.83333333,21.96,1141.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1931,0.3698,0.0653,0.4096,0.0414,0.0166,0.0041,0.087,0,0.0062,5896,0.5914,0.6774,0.679266348,0.68743237,0.692901909,0.696234187,0.646119672,1,2,0.1932,0.8068,31568,19256,43770,476,8569,0.6989,32641.56,34189.57333,34263.43333,35811.44667,8106.826667,7273.28,5746.526667,3468.76,2645.02,BSh,2.614
105589,Prescott College,Prescott,AZ,86301,https://www.prescott.edu/,1,1,2,6,13,34.5452,-112.477185,20,13,7,0,0,0,0,0,0,0,0,0,NA,0.9741,480.5733333,604.9333333,480.4866667,580.2066667,542.7866667,525.9933333,18.68666667,24.43333333,17.68,24.72,17.06666667,23.82666667,21.8,21.52666667,20.84,1087.493333,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,1,2,2,0,0,465,0.6903,0.028,0.0473,0.0129,0.0237,0.0043,0.071,0.0043,0.1183,5095,0.3696,0.2903,0.230088496,0.321428571,0.23015873,0.27607362,0.255230126,1,5,0.3312,0.6688,28834,17112,41616,5,53,0.325,44499,43141,44499,43141,27557,22342,22546,21742,15898,BSk,2.620666667
105899,Arizona Christian University,Glendale,AZ,85306-3216,arizonachristian.edu/,1,1,2,6,21,33.622952,-112.181776,22,11,7,0,0,0,0,0,0,0,0,0,88,0.6793,450,550,440,530,500,485,15,21,14,20,16,20,18,17,18,982,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,803,0.4558,0.1494,0.2391,0.0137,0.0075,0.0025,0.0535,0.0448,0.0336,5377,0.186,0.0931,0.128113879,0.267489712,0.27037037,0.174157303,0.310559006,1,1,0.6376,0.3624,35500,21787,52962,5,135,0.5,45338,45790,45338,45790,18945,16651,18511,18184,17746,BSh,2.63
106245,University of Arkansas at Little Rock,Little Rock,AR,72204,ualr.edu/www/,1,1,1,5,12,34.723254,-92.339778,16,9,12,0,0,0,0,0,0,0,0,0,NA,0.6582,502.0266667,605.0066667,496.4733333,601.76,554.5933333,549.0733333,19,25,19,26,17,25,22,23,21,1120,0,0,0,0,2,0,1,0,2,1,2,1,0,1,2,2,0,1,2,0,2,0,1,0,1,0,2,2,2,2,0,0,0,0,1,2,2,1,0,5900,0.4864,0.2719,0.0439,0.022,0.0037,0,0.1322,0.0369,0.0029,6908,0.9704,0.3598,0.14822335,0.231738035,0.283056812,0.288760551,0.325188805,1,1,0.3686,0.6314,35410,22638,51795,55,1363,0.4272,24230,25525,36440,37735,7654,4815,7108,6566,3873,Cfa,2.6
106263,University of Arkansas for Medical Sciences,Little Rock,AR,72205-7199,www.uams.edu/,1,1,1,5,12,34.749048,-92.320046,25,7,10,0,0,0,0,0,0,0,0,0,NA,0.541863333,531.02,628.6666667,518.08,620.26,580.7466667,563.9,21.2,26.92,20.7,27.1,19.64,26.18,24.18,24.41333333,23.06666667,1170.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,649,0.6903,0.1032,0.0724,0.0308,0.0062,0.0031,0.0262,0.0123,0.0555,9354,0.8471,0.467,0.79638009,0.74,0.845864662,0.83974359,0.745810056,1,2,0.1664,0.8336,60527,43796,89199,12,575,0.748306667,39420.74667,40910.25333,47397.16667,48886.67333,17439.31333,18393.22667,15667.52667,12159.86,9144.78,Cfa,2.606666667
106306,Arkansas Baptist College,Little Rock,AR,72202-6068,www.arkansasbaptist.edu/,1,1,2,5,12,34.734751,-92.290555,23,11,8,1,0,0,0,0,0,0,0,0,54,0.580758,441.9,534.3,429.78,523.6333333,491.9133333,476.6066667,15.92,20.82,14.08666667,20.2,15.17333333,19.17333333,18.88666667,17.49333333,17.68666667,983.6133333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,531,0.1394,0.7853,0.0151,0.0019,0.0056,0,0.0038,0.0056,0.0433,4367,0.3953,0.1996,0.04950495,0.078651685,0.067092652,0.041958042,0.052259887,1,1,0.7721,0.2279,21762,12167,34819,4,39,0.0784,23060,22014,23060,22014,2841,5144,1578,550,5500,Cfa,2.5
106342,Lyon College,Batesville,AR,72501,www.lyon.edu/,1,1,2,5,33,35.777619,-91.625354,21,14,8,0,0,0,0,0,0,0,0,0,66,0.444,520,620,520,580,570,550,21,26,20,27,21,25,24,24,23,1165,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,650,0.5462,0.0938,0.0631,0.0462,0.0277,0,0,0.0138,0.2092,6577,1,0.0242,0.102468042,0.072164948,0.093117409,0.5,0.36036036,1,1,0.5631,0.4369,30527,19816,44668,3,54,0.538,42450,42450,42450,42450,24638,26571,24919,26560,24117,Cfa,2.7
106397,University of Arkansas,Fayetteville,AR,72701,https://www.uark.edu/,1,1,1,5,13,36.070009,-94.176981,15,15,16,0,0,0,0,0,0,0,0,0,NA,0.7709,570,650,550,650,610,600,23,30,23,31,22,28,27,27,25,1253,1,1,1,1,2,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,2,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,0,22766,0.7557,0.0398,0.093,0.0255,0.0092,8.00E-04,0.043,0.0263,0.0067,10058,0.8514,0.0789,0.104272635,0.39769821,0.543859649,0.573354069,0.549072412,1,1,0.4617,0.5383,43807,28098,62063,164,4022,0.6621,26144,26144,42632,42632,11296,10258,7054,4463,3431,Cfa,2.9
106412,University of Arkansas at Pine Bluff,Pine Bluff,AR,71601,www.uapb.edu/,1,1,1,5,13,34.244031,-92.018683,22,10,11,1,0,0,0,0,0,0,0,0,NA,0.4394,440,530,450,520,485,485,16,20,15,21,16,19,18,18,18,978,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,2333,0.0287,0.9023,0.0231,0.0039,0.0039,9.00E-04,0.0197,0.0137,0.0039,5807,0.8133,0.089,0.07239819,0.217821782,0.345661451,0.317679558,0.254368932,1,1,0.4068,0.5932,26331,15326,36519,24,455,0.3345,21264,18668,27924,25328,7901,7565,4037,3037,3110,Cfa,2.5
106458,Arkansas State University,Jonesboro,AR,72401,www.astate.edu/,1,1,1,5,13,35.842388,-90.679988,16,9,13,0,0,0,0,0,0,0,0,0,NA,0.7991,510,610,503,610,560,557,21,27,21,29,19,26,24,25,23,1188,1,1,0,0,2,0,1,0,1,1,1,1,0,0,1,2,0,1,1,0,1,1,1,0,1,0,2,2,1,2,0,0,0,0,1,2,1,1,0,8159,0.7397,0.134,0.037,0.0088,0.0037,6.00E-04,0.0218,0.0465,0.008,7216,0.7,0.1755,0.163904236,0.326171875,0.41322314,0.377399381,0.372463316,1,1,0.4046,0.5954,32687,20086,46643,60,2440,0.5302,24388,23824,31348,30784,10808,10084,7521,6143,5116,Cfa,2.7
106467,Arkansas Tech University,Russellville,AR,72801-2222,www.atu.edu/,1,1,1,5,33,35.293237,-93.13562,18,10,13,0,0,0,0,0,0,0,0,0,NA,0.9474,496.8466667,607.2066667,500.4133333,605.12,554.5,551.14,19.62666667,25.58,19.28,25.70666667,18.12666667,25.06,22.87333333,22.84,21.78,1128.38,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,2,1,0,0,1,0,1,2,0,1,0,0,0,0,1,2,2,2,0,7930,0.7438,0.0786,0.0787,0.0134,0.0059,0.0011,0.0454,0.0332,0,6868,0.9946,0.1396,0.151593454,0.316221766,0.381415241,0.422984836,0.390495868,1,2,0.4528,0.5472,32177,19697,45706,95,1826,0.3836,19606,25314,25174,30882,8516,8862,6695,5296,5392,Cfa,2.6
106485,University of Arkansas at Monticello,Monticello,AR,71656,www.uamont.edu/,1,1,1,5,33,33.590909,-91.811153,19,10,10,0,0,0,0,0,0,0,0,0,NA,0.805266,473.7533333,578.0133333,473.5733333,566.6933333,527.88,524.0666667,18.07333333,23.75333333,17.06666667,23.72,16.8,23.05333333,20.92,20.98,20.6,1077.593333,1,1,0,0,1,0,0,0,2,0,1,1,0,0,1,2,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,2115,0.5991,0.2832,0.0336,0.0028,0.0014,0,0.0704,0.0076,0.0019,5765,1,0.1743,0.145,0.183279743,0.242512077,0.258353708,0.213302752,1,1,0.4303,0.5697,26554,15694,40253,32,425,0.2947,19993,21619,25843,27469,6631,6799,4756,1809,2512,Cfa,2.6
106704,University of Central Arkansas,Conway,AR,72035-0001,www.uca.edu/,1,1,1,5,13,35.077945,-92.457672,17,13,13,0,0,0,0,0,0,0,0,0,NA,0.9042,490,580,470,580,535,525,21,27,21,29,19,25,24,25,22,1187,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,2,0,0,0,0,1,1,2,1,0,8557,0.6645,0.162,0.0582,0.0224,0.0057,7.00E-04,0.0427,0.0417,0.0021,7121,0.7652,0.0977,0.107244995,0.280276817,0.331390508,0.381953028,0.371191136,1,1,0.391,0.609,34259,21189,48660,64,1707,0.4341,23903,23548,30713,30358,8492,8039,7161,4258,3383,Cfa,2.7
106713,Central Baptist College,Conway,AR,72034,www.cbc.edu/,1,1,2,5,13,35.083838,-92.445021,22,11,7,0,0,0,0,0,0,0,0,0,54,0.4,418,520,440,543,469,492,17,22,18,22,17,22,20,20,20,1027,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,1,0,600,0.6867,0.155,0.0567,0.005,0.02,0.0017,0.03,0.0267,0.0183,5304,0.2667,0.2177,0.089201878,0.158371041,0.112068966,0.111607143,0.240458015,1,1,0.53,0.47,33652,22747,50642,0,377.3666667,0.2627,27754,25648,27754,25648,10219,13107,10495,8384,7260,Cfa,2.612666667
